gene	scaffold	length	FB	FLM	RPKM_FB	RPKM_FLM	log2ratio	pval	padj
GSTUMT00002342001 	scaffold_130	2183	1800	1811	11.12621468	13.01480236	0.226171741	0.911919062	1
GSTUMT00002343001 	scaffold_130	3842	3145	7177	11.04566723	29.30612843	1.407640441	0.672131605	1
GSTUMT00002345001 	scaffold_130	3860	6542	1092	22.86924889	4.438213565	-2.365096045	0.567659414	1
GSTUMT00002346001 	scaffold_130	1557	5079	1246	44.01677972	12.55458301	-1.809757356	0.666579	1
GSTUMT00002347001 	scaffold_130	774	654	54	11.40159089	1.09452494	-3.379667437	0.425383901	1
GSTUMT00002348001 	scaffold_130	978	2037	1010	28.10482207	16.20150584	-0.794652059	0.870350152	1
GSTUMT00002349001 	scaffold_130	1266	628	198	6.693520596	2.453603302	-1.447490862	0.740461879	1
GSTUMT00002350001 	scaffold_130	1266	1580	582	16.84038621	7.212106674	-1.223318226	0.782190227	1
GSTUMT00002351001 	scaffold_130	1208	1099	3008	12.27607192	39.06463406	1.669933511	0.624615123	1
GSTUMT00002352001 	scaffold_130	1759	54834	78959	420.6421168	704.2204991	0.743432535	0.802845567	1
GSTUMT00002353001 	scaffold_130	270	662	22	33.08437169	1.278297029	-4.692770312	0.28342193	1
GSTUMT00002354001 	scaffold_130	193	454	3	31.74148272	0.243857888	-7.018326488	0.148108818	1
GSTUMT00002355001 	scaffold_130	983	11567	28	158.7800315	0.446866066	-8.469755499	0.076460435	1
GSTUMT00002356001 	scaffold_130	1544	8914	1652	77.90296723	16.7855513	-2.214390931	0.593237279	1
GSTUMT00002357001 	scaffold_130	1766	1178	424	9.000844466	3.766587147	-1.256579755	0.776037563	1
GSTUMT00002358001 	scaffold_130	1317	2618	1138	26.82332016	13.55593101	-0.984510986	0.83050547	1
GSTUMT00002360001 	scaffold_392	426	0	1	0	0.036826739	5.241334503	0.992783999	1
GSTUMT00002361001 	scaffold_392	742	33	3	0.600120829	0.063429343	-3.221865225	0.597366505	1
GSTUMT00002362001 	scaffold_392	248	32	4	1.741113021	0.253035336	-2.777737132	0.646901995	1
GSTUMT00002364001 	scaffold_129	411	1683	2599	55.25492072	99.20585866	0.844310806	0.78292464	1
GSTUMT00002365001 	scaffold_129	1166	995	795	11.51471508	10.69649373	-0.106331166	0.983340231	1
GSTUMT00002366001 	scaffold_129	1155	92	70	1.074816956	0.950799443	-0.176703117	1	1
GSTUMT00002368001 	scaffold_129	4133	2485	488	8.11315277	1.852368041	-2.130291066	0.60925698	1
GSTUMT00002369001 	scaffold_129	1050	107	92	1.375064736	1.374584337	-0.000503748	0.965376608	1
GSTUMT00002372001 	scaffold_129	2475	233	698	1.270309026	4.424386741	1.799488781	0.605482306	1
GSTUMT00002373001 	scaffold_129	3770	2124	926	7.602244415	3.853385859	-0.980114163	0.831566155	1
GSTUMT00002374001 	scaffold_129	4379	2990	2737	9.213505706	9.805567079	0.089841413	0.940885369	1
GSTUMT00002375001 	scaffold_129	686	30	1289	0.590100259	29.47824774	5.640153048	0.179042891	1
GSTUMT00002376001 	scaffold_129	2387	2609	27159	14.748584	178.4983553	3.597172693	0.343540731	1
GSTUMT00002377001 	scaffold_129	648	476	2326	9.911984468	56.31285774	2.50609861	0.487575559	1
GSTUMT00002378001 	scaffold_129	1633	1992	1898	16.46007521	18.23403928	0.147654734	0.928634017	1
GSTUMT00002379001 	scaffold_129	375	130	57	4.677790317	2.384605003	-0.971780387	0.846558108	1
GSTUMT00002381001 	scaffold_129	1248	3794	207	41.02148776	2.602127802	-3.978096936	0.343999456	1
GSTUMT00002382001 	scaffold_129	1586	39170	1544	333.2568267	15.27274061	-4.447513425	0.293363817	1
GSTUMT00002383001 	scaffold_129	111	6	0	0.729385185	0	-9.512513691	0.814439799	1
GSTUMT00002384001 	scaffold_129	2583	1676	1491	8.755446006	9.055784937	0.04865356	0.949891011	1
GSTUMT00002386001 	scaffold_129	1178	1011	318	11.58069253	4.235012459	-1.451067364	0.737945165	1
GSTUMT00002387001 	scaffold_129	1336	583	192	5.888311309	2.254590296	-1.384593895	0.753059898	1
GSTUMT00002388001 	scaffold_129	3510	3915	4217	15.05058275	18.84817682	0.324586318	0.890723575	1
GSTUMT00002389001 	scaffold_129	1002	42	195	0.565601086	3.053091025	2.430337789	0.519232376	1
GSTUMT00002390001 	scaffold_129	1213	201	19	2.235959447	0.245734234	-3.180509298	0.47383752	1
GSTUMT00002391001 	scaffold_129	3012	309	377	1.384306244	1.963628132	0.50405132	0.855894754	1
GSTUMT00002392001 	scaffold_129	1179	650	1094	7.439233965	14.55715076	0.968407215	0.759052387	1
GSTUMT00002393001 	scaffold_129	2813	2723	1853	13.06190664	10.33424016	-0.337904035	0.967440903	1
GSTUMT00002394001 	scaffold_129	1354	1249	6378	12.44722213	73.89902582	2.569635159	0.476878379	1
GSTUMT00002395001 	scaffold_129	3705	2093	6981	7.62271499	29.55985426	1.955121871	0.574206903	1
GSTUMT00002396001 	scaffold_129	2099	1343	912	8.63360629	6.816403057	-0.340908117	0.96703287	1
GSTUMT00002397001 	scaffold_129	701	1606	662	30.91407021	14.81538133	-1.061117147	0.815200822	1
GSTUMT00002399001 	scaffold_129	3564	178	931	0.673924078	4.098121673	2.602517686	0.476152588	1
GSTUMT00002406001 	scaffold_132	1798	34	135	0.255163115	1.177923114	2.20233497	0.561780834	1
GSTUMT00002407001 	scaffold_132	610	355	441	7.852847868	11.3417904	0.530304039	0.850055789	1
GSTUMT00002408001 	scaffold_132	2041	256	220	1.692488111	1.691034776	-0.001238638	0.962523805	1
GSTUMT00002409001 	scaffold_132	3177	1857	29758	7.887209104	146.9465477	4.219459677	0.280097083	1
GSTUMT00002412001 	scaffold_132	2012	5706	5190	38.26770848	40.46804686	0.080653658	0.942745924	1
GSTUMT00002414001 	scaffold_132	874	250	338	3.859732813	6.067057772	0.652360107	0.826099778	1
GSTUMT00002415001 	scaffold_132	1961	981	6163	6.750253454	49.30459967	2.868524217	0.43447566	1
GSTUMT00002416001 	scaffold_132	1227	2603	628	28.6258421	8.029489671	-1.833808666	0.662851242	1
GSTUMT00002417001 	scaffold_132	1027	3417	2889	44.89554017	44.13162925	-0.024758572	0.965460941	1
GSTUMT00002418001 	scaffold_132	1605	559	1213	4.69964915	11.85655791	1.334875006	0.687753181	1
GSTUMT00002419001 	scaffold_132	538	1129	401	28.31654955	11.69324259	-1.275898003	0.772297279	1
GSTUMT00002420001 	scaffold_132	174	610	170	47.30524028	15.32754274	-1.625809956	0.706545515	1
GSTUMT00002421001 	scaffold_132	5411	4542	13329	11.32656605	38.64496309	1.770479816	0.605872315	1
GSTUMT00002422001 	scaffold_132	1419	3	28	0.02852775	0.309562609	3.394740794	0.523455877	1
GSTUMT00002425001 	scaffold_132	1877	1889	7440	13.5798931	62.18441108	2.194997802	0.534535634	1
GSTUMT00002427001 	scaffold_132	1199	417	340	4.692945794	4.448694641	-0.077094847	0.977772041	1
GSTUMT00002428001 	scaffold_132	1023	384	368	5.065056062	5.643454758	0.155971184	0.928450892	1
GSTUMT00002429001 	scaffold_132	1009	101	538	1.350699918	8.364961996	2.62975654	0.476042448	1
GSTUMT00002430001 	scaffold_132	666	211	344	4.27500761	8.103209666	0.922407078	0.772151069	1
GSTUMT00002431001 	scaffold_132	2511	828	724	4.449511054	4.52339711	0.023754551	0.955609219	1
GSTUMT00002432001 	scaffold_132	2662	749	332	3.796666345	1.956603812	-0.956024343	0.838179171	1
GSTUMT00002433001 	scaffold_132	1770	11314	3311	86.25247661	29.34666653	-1.555336811	0.714725878	1
GSTUMT00002435001 	scaffold_132	1811	2321	1490	17.29359787	12.90745682	-0.422004929	0.949451086	1
GSTUMT00002436001 	scaffold_132	1168	4088	3025	47.2276907	40.63080239	-0.217054178	0.993362569	1
GSTUMT00002437001 	scaffold_132	1074	7	6	0.087947282	0.087643524	-0.004935292	1	1
GSTUMT00002438001 	scaffold_132	1357	1651	1643	16.41707913	18.99461864	0.210381352	0.915326852	1
GSTUMT00002441001 	scaffold_132	1087	397	175	4.928214801	2.525697692	-0.964104788	0.838776142	1
GSTUMT00002442001 	scaffold_132	794	1422	459	24.16616631	9.069117859	-1.413855119	0.744392363	1
GSTUMT00002444001 	scaffold_132	961	821	472	11.52785315	7.70533409	-0.581132369	0.916319062	1
GSTUMT00002447001 	scaffold_136	2223	2527	9888	15.33890809	69.7817502	2.185580618	0.535914966	1
GSTUMT00002449001 	scaffold_136	3698	3673	632	13.40240346	2.681161869	-2.321131172	0.575685377	1
GSTUMT00002450001 	scaffold_136	1921	3553	2075	24.95723731	16.94585941	-0.558498109	0.920126812	1
GSTUMT00002451001 	scaffold_136	4491	1396	981	4.19441144	3.426879355	-0.291495967	0.977589646	1
GSTUMT00002452001 	scaffold_136	144	3	3	0.281117207	0.326837308	0.216685385	1	1
GSTUMT00002453001 	scaffold_136	1050	184	18	2.364597303	0.268940414	-3.131491614	0.483200301	1
GSTUMT00002454001 	scaffold_136	1436	140	2517	1.31553456	27.49803361	4.384563621	0.267374394	1
GSTUMT00002455001 	scaffold_136	1621	6251	4845	52.03495101	46.89036672	-0.150186379	0.992388073	1
GSTUMT00002456001 	scaffold_136	4006	1526	1302	5.140108124	5.098857821	-0.011622327	0.96285075	1
GSTUMT00002459001 	scaffold_136	1956	4361	3106	30.08471504	24.91182037	-0.272190287	0.981489911	1
GSTUMT00002460001 	scaffold_136	210	187	160	12.0157526	11.95290728	-0.007564818	0.964662849	1
GSTUMT00002461001 	scaffold_136	2171	2253	404	14.00328843	2.919405383	-2.261628132	0.586712171	1
GSTUMT00002462001 	scaffold_136	1272	1004	338	10.65062926	4.168717369	-1.353052617	0.757230146	1
GSTUMT00002465001 	scaffold_136	2921	1675	2200	7.737700584	11.81582327	0.610678999	0.830941965	1
GSTUMT00002466001 	scaffold_136	1040	8209	6692	106.5088222	100.9474739	-0.07736738	0.976686825	1
GSTUMT00002468001 	scaffold_136	438	513	267	15.8041783	9.563349191	-0.724658602	0.887116424	1
GSTUMT00002469001 	scaffold_136	3550	6053	3337	23.00758244	14.74689936	-0.641662625	0.902265011	1
GSTUMT00002470001 	scaffold_136	2408	5394	5701	30.22617034	37.14218264	0.297251509	0.896468746	1
GSTUMT00002472001 	scaffold_136	2763	1415	832	6.910416457	4.724058904	-0.548649099	0.92265537	1
GSTUMT00002473001 	scaffold_136	866	3127	795	48.7235199	14.40197655	-1.758280977	0.676717755	1
GSTUMT00002474001 	scaffold_136	1652	14233	5565	116.2559187	52.8479309	-1.137370384	0.798308707	1
GSTUMT00002475001 	scaffold_136	261	415	166	21.4553822	9.977929785	-1.104449838	0.810306016	1
GSTUMT00002478001 	scaffold_136	72	0	0	0	0	0	NA	NA
GSTUMT00002481001 	scaffold_136	1634	944	1378	7.795583148	13.23031024	0.763042026	0.80004481	1
GSTUMT00002482001 	scaffold_136	1458	342	1281	3.165171511	13.78365736	2.122252094	0.548937362	1
GSTUMT00002483001 	scaffold_131	4830	1157	14055	3.232324055	45.65166083	3.819608937	0.319673066	1
GSTUMT00002484001 	scaffold_131	2579	787	231	4.117674911	1.405184985	-1.550393863	0.719531978	1
GSTUMT00002485001 	scaffold_131	620	520	361	11.31723464	9.134575615	-0.309081413	0.974523653	1
GSTUMT00002486001 	scaffold_131	2417	378	55	2.110298136	0.356992344	-2.560129678	0.549066045	1
GSTUMT00002488001 	scaffold_131	54	0	0	0	0	0	NA	NA
GSTUMT00002492001 	scaffold_131	1355	891	2679	8.872930399	31.0174636	1.805482086	0.600798434	1
GSTUMT00002493001 	scaffold_131	2060	1879	1749	12.30802092	13.31973093	0.113957236	0.935862746	1
GSTUMT00002494001 	scaffold_131	2037	52	131	0.344461732	1.008911633	1.547631251	0.6680467	1
GSTUMT00002495001 	scaffold_131	1026	0	18	0	0.275231418	8.109733606	0.420899232	1
GSTUMT00002496001 	scaffold_131	14797	264	2475	0.240745911	2.624063813	3.440789103	0.362839558	1
GSTUMT00002497001 	scaffold_131	1518	88	9574	0.782239183	98.94515072	6.981046832	0.11106001	1
GSTUMT00002499001 	scaffold_131	571	5	2404	0.118157845	66.04975604	9.114557326	0.057767958	1
GSTUMT00002500001 	scaffold_131	982	6	8235	0.08244578	131.5603374	10.62260887	0.033687351	1
GSTUMT00002502001 	scaffold_131	2882	3219	214406	15.07147183	1167.120832	6.274895324	0.140294453	1
GSTUMT00002503001 	scaffold_131	101	0	28	0	4.349201412	12.08686648	0.316151596	1
GSTUMT00002504001 	scaffold_131	972	97	132	1.346586125	2.130495048	0.661488224	0.830940347	1
GSTUMT00002506001 	scaffold_131	1575	501	2518	4.292258148	25.08118378	2.546518134	0.481394119	1
GSTUMT00002507001 	scaffold_131	2049	1215	3773	8.001344796	28.88801558	1.852026347	0.592320601	1
GSTUMT00002508001 	scaffold_131	2005	1048	1035	7.053027411	8.098392761	0.199366566	0.917954464	1
GSTUMT00002509001 	scaffold_131	2895	1367	1432	6.371601598	7.760099909	0.284378658	0.899687564	1
GSTUMT00002510001 	scaffold_131	1675	1032	270	8.313684743	2.528842697	-1.716613881	0.686966175	1
GSTUMT00002511001 	scaffold_131	1264	3223	544	34.40661102	6.751879588	-2.349152989	0.571195107	1
GSTUMT00002512001 	scaffold_131	853	1422	687	22.49464953	12.63515485	-0.832088502	0.862836615	1
GSTUMT00002513001 	scaffold_131	1866	2135	1763	15.43884851	14.82222958	-0.058798792	0.97287361	1
GSTUMT00002514001 	scaffold_131	474	2556	1935	72.7630967	64.04356374	-0.184150655	1	1
GSTUMT00002515001 	scaffold_131	99	82	96	11.17653864	15.21279109	0.444777167	0.876713564	1
GSTUMT00002516001 	scaffold_131	588	5	14	0.114741717	0.373528353	1.694165987	0.775166597	1
GSTUMT00002517001 	scaffold_131	1471	497	304	4.559029286	3.242155	-0.491645114	0.935973313	1
GSTUMT00002518001 	scaffold_131	2845	4450	3478	21.10602296	19.17874433	-0.138139619	0.989821925	1
GSTUMT00002519001 	scaffold_131	1509	1484	519	13.27007346	5.395739582	-1.298125094	0.767263353	1
GSTUMT00002520001 	scaffold_131	3365	1084	945	4.346832241	4.405747493	0.019417956	0.956359853	1
GSTUMT00002521001 	scaffold_131	6569	6288	5648	12.91641342	13.48864388	0.062535049	0.94662287	1
GSTUMT00002522001 	scaffold_131	231	179	49	10.45609973	3.32779805	-1.651409524	0.715094728	1
GSTUMT00002523001 	scaffold_131	1810	2949	4901	21.98491869	42.4794603	0.950219582	0.761214927	1
GSTUMT00002524001 	scaffold_131	1341	890	1457	8.955501166	17.04526026	0.928448102	0.76655644	1
GSTUMT00002531001 	scaffold_135	6459	212	749	0.442893435	1.819237485	2.035841414	0.564944792	1
GSTUMT00002532001 	scaffold_135	1565	7788	662	67.14911094	6.636154833	-3.338752948	0.420888945	1
GSTUMT00002533001 	scaffold_135	904	9226	783	137.7126025	13.58833341	-3.341124472	0.420442832	1
GSTUMT00002534001 	scaffold_135	774	2654	660	46.26884131	13.37752704	-1.790152865	0.670963648	1
GSTUMT00002535001 	scaffold_135	987	1194	344	16.32359609	5.467819288	-1.577746001	0.712919252	1
GSTUMT00002536001 	scaffold_135	1130	6	10	0.071647571	0.138833547	0.944724043	0.881181809	1
GSTUMT00002537001 	scaffold_135	1700	3691	1495	29.29704309	13.79637956	-1.086410013	0.809227882	1
GSTUMT00002539001 	scaffold_135	798	303	453	5.123519614	8.9057023	0.797474605	0.795656645	1
GSTUMT00002540001 	scaffold_135	705	17	60	0.325378214	1.335165175	2.0334817	0.618605446	1
GSTUMT00002541001 	scaffold_135	1785	32	359	0.241902537	3.155215966	3.69974646	0.347435152	1
GSTUMT00002542001 	scaffold_135	1312	372	98	3.825936616	1.171831326	-1.706194464	0.695120603	1
GSTUMT00002548001 	scaffold_135	1584	519	11043	4.421206976	109.3716484	4.628341638	0.244890762	1
GSTUMT00002549001 	scaffold_135	2555	665	1143	3.512039622	7.018239566	0.998594896	0.752958634	1
GSTUMT00002551001 	scaffold_133	968	1224	281	17.06218814	4.55411324	-1.905328404	0.651471466	1
GSTUMT00002552001 	scaffold_133	3262	7618	16260	31.51270454	78.20048514	1.311216648	0.690179793	1
GSTUMT00002553001 	scaffold_133	1474	1283	5	11.74513029	0.053216387	-7.759240863	0.105081524	1
GSTUMT00002555001 	scaffold_133	2293	6343	1580	37.32667648	10.810005	-1.787745065	0.670540006	1
GSTUMT00002556001 	scaffold_133	1181	1917	98	21.90286273	1.301814309	-4.071481935	0.335821084	1
GSTUMT00002557001 	scaffold_133	2423	121	4	0.67384595	0.025898788	-4.648945136	0.338600649	1
GSTUMT00002559001 	scaffold_133	1012	381	81	5.080110152	1.255675351	-2.015531747	0.639409503	1
GSTUMT00002563001 	scaffold_133	1589	409	13430	3.47318628	132.5943377	5.254211127	0.198562937	1
GSTUMT00002565001 	scaffold_133	1279	583	1449	6.150730186	17.77340772	1.530737354	0.650953312	1
GSTUMT00002577001 	scaffold_137	1157	278	329	3.242202251	4.46103265	0.460282075	0.865402802	1
GSTUMT00002583001 	scaffold_137	1974	2656	1806	18.15555746	14.35302563	-0.339035287	0.967205647	1
GSTUMT00002587001 	scaffold_137	2597	12399	102034	64.42336069	616.3761497	3.258135159	0.383152072	1
GSTUMT00002588001 	scaffold_137	988	150	239	2.048627416	3.795017817	0.889125085	0.781063278	1
GSTUMT00002589001 	scaffold_137	1948	148	1076	1.025183078	8.66555098	3.078169819	0.410542482	1
GSTUMT00002591001 	scaffold_138	1069	551	3621	6.955086884	53.14026091	2.933484602	0.426268976	1
GSTUMT00002592001 	scaffold_138	1802	1341	414	10.04159398	3.604279131	-1.477949096	0.73192751	1
GSTUMT00002593001 	scaffold_138	1787	117	184	0.883466274	1.61534813	0.869858923	0.787008284	1
GSTUMT00002600001 	scaffold_138	3293	749	802	3.069154513	3.820810515	0.315944987	0.893531481	1
GSTUMT00002601001 	scaffold_138	1583	73	943	0.622258175	9.345523646	3.90652806	0.316389946	1
GSTUMT00002603001 	scaffold_138	1809	6373	1154	47.53724597	10.00783427	-2.24781472	0.587674144	1
GSTUMT00002604001 	scaffold_138	534	5164	673	130.4889218	19.771821	-2.722347765	0.510146336	1
GSTUMT00002605001 	scaffold_138	1946	3134	4189	21.73125571	33.77072523	0.635977954	0.825383497	1
GSTUMT00002606001 	scaffold_138	1093	252	932	3.111064712	13.37730451	2.103951324	0.553095794	1
GSTUMT00002607001 	scaffold_138	1210	7	4117	0.078062299	53.37874508	9.399086799	0.050995558	1
GSTUMT00002612001 	scaffold_141	1156	4028	4101	47.01758234	55.65507829	0.243308214	0.908009687	1
GSTUMT00002614001 	scaffold_141	1485	524	1282	4.761387191	13.54360984	1.507962012	0.655395705	1
GSTUMT00002616001 	scaffold_141	716	3690	1741	69.54117266	38.14684385	-0.866286624	0.854956086	1
GSTUMT00002619001 	scaffold_141	2415	792	1097	4.425238809	7.126271352	0.687268561	0.815836526	1
GSTUMT00002620001 	scaffold_141	961	113	19	1.586659447	0.310172347	-2.351115725	0.611836263	1
GSTUMT00002622001 	scaffold_141	1242	359	141	3.900331484	1.781026493	-1.1304478	0.805879669	1
GSTUMT00002623001 	scaffold_141	1707	1246	70	9.849477381	0.6433353	-3.934310104	0.353006945	1
GSTUMT00002625001 	scaffold_141	2630	464	1532	2.380624496	9.138520272	1.940172476	0.578631825	1
GSTUMT00002626001 	scaffold_141	1844	424	1863	3.10265585	15.84983702	2.352518528	0.511363408	1
GSTUMT00002628001 	scaffold_141	2305	2700	1047	15.80598263	7.126045889	-1.149185882	0.7965865	1
GSTUMT00002629001 	scaffold_141	1379	1842	2969	18.02411815	33.7768227	0.90606762	0.770353424	1
GSTUMT00002630001 	scaffold_141	1750	887	2217	6.839340678	19.87469658	1.538865339	0.64872364	1
GSTUMT00002631001 	scaffold_141	2013	675	452	4.524688272	3.522634001	-0.361073136	0.963200621	1
GSTUMT00002634001 	scaffold_139	1852	1459	487	10.63023769	4.12535039	-1.365371327	0.753897044	1
GSTUMT00002642001 	scaffold_139	240	1	1	0.056223441	0.065367462	0.213869836	1	1
GSTUMT00002643001 	scaffold_139	700	3	67	0.057829825	1.501583977	4.67475406	0.327825164	1
GSTUMT00002653001 	scaffold_140	2688	12053	10502	60.50545876	61.2936681	0.018672431	0.955998227	1
GSTUMT00002654001 	scaffold_140	2706	429	462	2.139233377	2.678471601	0.324180405	0.892688766	1
GSTUMT00002655001 	scaffold_140	2272	1637	1465	9.72230001	10.11584486	0.057241486	0.948060446	1
GSTUMT00002656001 	scaffold_140	3348	4049	4526	16.31890422	21.20810979	0.378051478	0.879384129	1
GSTUMT00002657001 	scaffold_140	1274	179	936	1.895886216	11.52601774	2.603314261	0.476177042	1
GSTUMT00002659001 	scaffold_140	90	0	0	0	0	0	NA	NA
GSTUMT00002663001 	scaffold_140	1199	53675	7622	604.0620275	99.72926633	-2.598595779	0.528617472	1
GSTUMT00002664001 	scaffold_140	243	10713	1509	594.8856561	97.4217281	-2.610284529	0.527188262	1
GSTUMT00002665001 	scaffold_140	2293	10275	198	60.465332	1.354671513	-5.479052512	0.208699766	1
GSTUMT00002666001 	scaffold_140	1254	7726	397	83.13536987	4.966676037	-4.064836757	0.333425296	1
GSTUMT00002667001 	scaffold_140	1620	2955	509	24.6133732	4.929190815	-2.319785612	0.576292549	1
GSTUMT00002668001 	scaffold_140	845	1729	323	27.61003456	5.996787729	-2.202742577	0.59755174	1
GSTUMT00002669001 	scaffold_140	548	313	140	7.707125751	4.007931958	-0.943162177	0.844277019	1
GSTUMT00002670001 	scaffold_140	849	717	189	11.39567701	3.492424102	-1.70589953	0.69057573	1
GSTUMT00002671001 	scaffold_140	1464	723	241	6.663860339	2.582550536	-1.36721954	0.75551789	1
GSTUMT00002672001 	scaffold_140	2056	1336	552	8.768231626	4.212004536	-1.057600968	0.816167996	1
GSTUMT00002673001 	scaffold_140	1826	2583	1227	19.08764279	10.54184563	-0.856450212	0.857207133	1
GSTUMT00002674001 	scaffold_140	1664	2176	923	17.64551081	8.702043338	-1.019791067	0.823356957	1
GSTUMT00002675001 	scaffold_140	1067	1426	491	18.03365563	7.219214326	-1.320658307	0.762848714	1
GSTUMT00002676001 	scaffold_140	1200	3792	841	42.63985789	10.99480706	-1.955282967	0.640020931	1
